Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
A8MXZ3	reviewed	KRA91_HUMAN	Keratin-associated protein 9-1 (Keratin-associated protein 9-like 3)	KRTAP9-1 KAP9.1 KRTAP9.1 KRTAP9L3	Homo sapiens (Human)	250	KRTAP9-1	9606
B2RZC9	reviewed	KTAP2_RAT	Keratinocyte-associated protein 2 (KCP-2) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)	Krtcap2	Rattus norvegicus (Rat)	136	Krtcap2	10116
D4AN26	reviewed	CDO_ARTBC	Cysteine dioxygenase (CDO) (EC 1.13.11.20)	CDO1 ARB_05630	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	219	CDO1	663331
D4B3J8	reviewed	SREA_ARTBC	GATA-type transcription factor sreA (Siderophore uptake regulator sreA)	sreA ARB_03037	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	542	sreA	663331
E1AB55	reviewed	K2C71_FELCA	Keratin, type II cytoskeletal 71 (Cytokeratin-71) (CK-71) (Keratin-71) (K71)	KRT71	Felis catus (Cat) (Felis silvestris catus)	524	KRT71	9685
F1N7G5	reviewed	CFA53_BOVIN	Cilia- and flagella-associated protein 53	CFAP53 MBD1	Bos taurus (Bovine)	514	CFAP53	9913
G5E9R7	reviewed	KR416_HUMAN	Putative keratin-associated protein 4-16 (Keratin-associated protein 4 pseudogene 1) (Keratin-associated protein 4-16 pseudogene)	KRTAP4-16 KRTAP4-16P KRTAP4P1	Homo sapiens (Human)	235	KRTAP4-16	9606
O08633	reviewed	KRA81_MOUSE	Keratin-associated protein 8-1 (HGTp type I F) (High-glycine/tyrosine protein keratin) (HGT keratin)	Krtap8-1	Mus musculus (Mouse)	61	Krtap8-1	10090
O08640	reviewed	KRA14_MOUSE	Keratin-associated protein 14 (Anagen-specific protein KAP13) (mKAP13) (Pubertal mammary gland-specific protein 1)	Krtap14 Pmg1	Mus musculus (Mouse)	167	Krtap14	10090
O18740	reviewed	K1C9_CANLF	Keratin, type I cytoskeletal 9 (Cytokeratin-9) (CK-9) (Keratin-9) (K9)	KRT9	Canis lupus familiaris (Dog) (Canis familiaris)	786	KRT9	9615
O33479	reviewed	ICEV_PSESX	Ice nucleation protein	inaV	Pseudomonas syringae	1196	inaV	317
O57607	reviewed	K1C18_ONCMY	Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Keratin-18) (K18) (Simple type I keratin)	krt18	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	438	krt18	8022
O57611	reviewed	K1C18_SCYST	Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Keratin-18) (K18)	krt18	Scyliorhinus stellaris (Nursehound) (Greater spotted dogfish)	415	krt18	68454
O93256	reviewed	K1C19_CHICK	Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (GK-19) (Keratin-19) (K19)	KRT19	Gallus gallus (Chicken)	423	KRT19	9031
P02438	reviewed	KRB2A_SHEEP	Keratin, high-sulfur matrix protein, B2A		Ovis aries (Sheep)	172		9940
P02444	reviewed	KRA33_SHEEP	Keratin, high sulfur matrix protein, IIIB3		Ovis aries (Sheep)	98		9940
P02445	reviewed	KRA34_SHEEP	Keratin, high sulfur matrix protein, IIIB4		Ovis aries (Sheep)	98		9940
P02451	reviewed	KRFT_CHRNO	Feather keratin (F-ker)		Chroicocephalus novaehollandiae (Silver gull) (Larus novaehollandiae)	98		2547444
P02534	reviewed	K1M1_SHEEP	Keratin, type I microfibrillar 48 kDa, component 8C-1 (Low-sulfur keratin)		Ovis aries (Sheep)	412		9940
P02537	reviewed	K1C0_XENLA	Keratin-3, type I cytoskeletal 51 kDa (51 kDa cytokeratin)		Xenopus laevis (African clawed frog)	486		8355
P04260	reviewed	K2C4_BOVIN	Keratin, type II cytoskeletal 59 kDa, component IV (Keratin K6-gamma)		Bos taurus (Bovine)	182		9913
P04261	reviewed	K2C3_BOVIN	Keratin, type II cytoskeletal 60 kDa, component III		Bos taurus (Bovine)	182		9913
P04263	reviewed	K2CA_BOVIN	Keratin, type II cytoskeletal 68 kDa, component IA		Bos taurus (Bovine)	182		9913
P04265	reviewed	K2C2_XENLA	Keratin, type II cytoskeletal I (Clone PUF164)		Xenopus laevis (African clawed frog)	419		8355
P04266	reviewed	K2C1_XENLA	Keratin, type II cytoskeletal I (Clone PUF23)		Xenopus laevis (African clawed frog)	425		8355
P05785	reviewed	K1C14_BOVIN	Keratin, type I cytoskeletal 14 (Cytokeratin VII) (Cytokeratin-14) (CK-14) (Cytokeratin-7) (Keratin-14) (K14)	KRT14	Bos taurus (Bovine)	93	KRT14	9913
P06459	reviewed	VE4_HPV6B	Protein E4 (E1^E4)	E4	Human papillomavirus type 6b	91	E4	10600
P06620	reviewed	ICEN_PSESY	Ice nucleation protein	inaZ	Pseudomonas syringae pv. syringae	1200	inaZ	321
P08776	reviewed	K2C8_XENLA	Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8)		Xenopus laevis (African clawed frog)	502		8355
P08777	reviewed	K1C1_XENLA	Keratin, type I cytoskeletal 47 kDa	xk81a1	Xenopus laevis (African clawed frog)	429	xk81a1	8355
P0C5Y4	reviewed	KRA14_HUMAN	Keratin-associated protein 1-4 (High sulfur keratin-associated protein 1.4) (Keratin-associated protein 1.4)	KRTAP1-4 KAP1.4 KRTAP1.4	Homo sapiens (Human)	121	KRTAP1-4	9606
P0DSO2	reviewed	SCGR9_HUMAN	Small cysteine and glycine repeat-containing protein 9 (Keratin-associated protein 28-1 pseudogene)	SCYGR9 KRTAP28p1	Homo sapiens (Human)	92	SCYGR9	9606
P15241	reviewed	K2M2_SHEEP	Keratin, type II microfibrillar, component 7C		Ovis aries (Sheep)	491		9940
P16878	reviewed	K2C7_XENLA	Keratin, type II cytoskeletal 7 (XENCK55(5/6))	krt7	Xenopus laevis (African clawed frog)	513	krt7	8355
P25690	reviewed	K1M2_SHEEP	Keratin, type I microfibrillar, 47.6 kDa (Low-sulfur keratin)		Ovis aries (Sheep)	404		9940
P25691	reviewed	K2M3_SHEEP	Keratin, type II microfibrillar, component 5		Ovis aries (Sheep)	502		9940
P32950	reviewed	CARP2_CANPA	Candidapepsin-2 (EC 3.4.23.24) (ACP 2) (Aspartate protease 2)	SAPP2 ACPL	Candida parapsilosis (Yeast)	412	SAPP2	5480
P35323	reviewed	SPRR1_PIG	Cornifin (SPRP) (Small proline-rich protein I) (SPR-I) (Small proline-rich squamous cell marker)	SPRP	Sus scrofa (Pig)	97	SPRP	9823
P43093	reviewed	CARP4_CANAW	Candidapepsin-4 (EC 3.4.23.24) (ACP 4) (Aspartate protease 4) (Secreted aspartic protease 4)	SAP4 CAWG_05020	Candida albicans (strain WO-1) (Yeast)	417	SAP4	294748
P48676	reviewed	PERI_XENLA	Peripherin (Neuronal intermediate filament IF3)	prph if3	Xenopus laevis (African clawed frog)	456	prph	8355
P51856	reviewed	K1C19_POTTR	Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (Keratin-19) (K19)	KRT19	Potorous tridactylus (Potoroo)	401	KRT19	9310
P84718	reviewed	PSBO_PINST	Putative oxygen-evolving enhancer protein 1 (OEE1) (33 kDa subunit of oxygen evolving system of photosystem II) (33 kDa thylakoid membrane protein) (OEC 33 kDa subunit) (PS2)	PSBO	Pinus strobus (Eastern white pine)	116	PSBO	3348
P86229	reviewed	KTAP2_CANLF	Keratinocyte-associated protein 2 (KCP-2) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)	KRTCAP2 KCP2	Canis lupus familiaris (Dog) (Canis familiaris)	136	KRTCAP2	9615
P86247	reviewed	K2C8_MESAU	Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8)	KRT8	Mesocricetus auratus (Golden hamster)	110	KRT8	10036
P97861	reviewed	KRT86_MOUSE	Keratin, type II cuticular Hb6 (Keratin-86) (K86) (Type II hair keratin Hb6) (Type-II keratin Kb26)	Krt86 Krt2-10 Krthb6	Mus musculus (Mouse)	486	Krt86	10090
Q02957	reviewed	KRA61_RABIT	Keratin-associated protein 6-1 (Keratin, glycine/tyrosine-rich of hair)	KRTAP6-1 KAP6-1	Oryctolagus cuniculus (Rabbit)	80	KRTAP6-1	9986
Q02958	reviewed	KRA61_SHEEP	Keratin-associated protein 6-1 (Keratin, glycine/tyrosine-rich of hair)	KRTAP6-1 KAP6-1	Ovis aries (Sheep)	83	KRTAP6-1	9940
Q04948	reviewed	IFE_BRALA	Non-neuronal cytoplasmic intermediate filament protein		Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	464		7740
Q07427	reviewed	K1C18_CARAU	Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Keratin-18) (K18)	krt18	Carassius auratus (Goldfish)	435	krt18	7957
Q0P5J4	reviewed	K1C25_BOVIN	Keratin, type I cytoskeletal 25 (Cytokeratin-25) (CK-25) (Keratin-25) (K25) (Type I inner root sheath-specific keratin-K25irs1)	KRT25	Bos taurus (Bovine)	450	KRT25	9913
Q0P5J6	reviewed	K1C27_BOVIN	Keratin, type I cytoskeletal 27 (Cytokeratin-27) (CK-27) (Keratin-27) (K27) (Type I inner root sheath-specific keratin-K25irs3)	KRT27	Bos taurus (Bovine)	460	KRT27	9913
Q0P5J7	reviewed	KRT35_BOVIN	Keratin, type I cuticular Ha5 (Keratin-35) (K35)	KRT35	Bos taurus (Bovine)	454	KRT35	9913
Q148H4	reviewed	KRT81_BOVIN	Keratin, type II cuticular Hb1 (Keratin-81) (K81) (Type II hair keratin Hb1) (Type-II keratin Kb21)	KRT81	Bos taurus (Bovine)	500	KRT81	9913
Q148H5	reviewed	K2C71_BOVIN	Keratin, type II cytoskeletal 71 (Cytokeratin-71) (CK-71) (Keratin-71) (K71) (Type II inner root sheath-specific keratin-K6irs1) (Type-II keratin Kb34)	KRT71	Bos taurus (Bovine)	525	KRT71	9913
Q148H6	reviewed	K1C28_BOVIN	Keratin, type I cytoskeletal 28 (Cytokeratin-28) (CK-28) (Keratin-28) (K28) (Type I inner root sheath-specific keratin-K25irs4)	KRT28	Bos taurus (Bovine)	464	KRT28	9913
Q148V8	reviewed	FA83H_MOUSE	Protein FAM83H	Fam83h	Mus musculus (Mouse)	1209	Fam83h	10090
Q28580	reviewed	KRA71_SHEEP	Keratin-associated protein 7-1 (HGT keratin) (HGT-C2) (High glycine-tyrosine keratin-associated protein 7.1)	KRTAP7-1 HGTC2	Ovis aries (Sheep)	85	KRTAP7-1	9940
Q28706	reviewed	K1C12_RABIT	Keratin, type I cytoskeletal 12 (Cytokeratin-12) (CK-12) (Keratin-12) (K12)	KRT12	Oryctolagus cuniculus (Rabbit)	411	KRT12	9986
Q28810	reviewed	K2C8_POTTR	Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)	KRT8	Potorous tridactylus (Potoroo)	310	KRT8	9310
Q29426	reviewed	K2C3_RABIT	Keratin, type II cytoskeletal 3 (Cytokeratin-3) (CK-3) (Keratin-3) (K3) (Type-II keratin Kb3)	KRT3	Oryctolagus cuniculus (Rabbit)	629	KRT3	9986
Q29S21	reviewed	K2C7_BOVIN	Keratin, type II cytoskeletal 7 (Cytokeratin-7) (CK-7) (Keratin-7) (K7) (Type-II keratin Kb7)	KRT7	Bos taurus (Bovine)	466	KRT7	9913
Q2G2B2	reviewed	SASG_STAA8	Surface protein G	sasG SAOUHSC_02798	Staphylococcus aureus (strain NCTC 8325 / PS 47)	1627	sasG	93061
Q2PFW6	reviewed	SYUG_MACFA	Gamma-synuclein	SNCG QflA-20719	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	127	SNCG	9541
Q3LI61	reviewed	KR202_HUMAN	Keratin-associated protein 20-2	KRTAP20-2 KAP20.2	Homo sapiens (Human)	65	KRTAP20-2	9606
Q3LI67	reviewed	KRA63_HUMAN	Keratin-associated protein 6-3	KRTAP6-3 KAP6.3	Homo sapiens (Human)	110	KRTAP6-3	9606
Q3LI73	reviewed	KR194_HUMAN	Keratin-associated protein 19-4	KRTAP19-4 KAP19.4	Homo sapiens (Human)	84	KRTAP19-4	9606
Q3LI81	reviewed	KR271_HUMAN	Keratin-associated protein 27-1	KRTAP27-1 KAP27.1	Homo sapiens (Human)	207	KRTAP27-1	9606
Q3LI83	reviewed	KR241_HUMAN	Keratin-associated protein 24-1	KRTAP24-1 KAP24.1	Homo sapiens (Human)	254	KRTAP24-1	9606
Q3TRJ4	reviewed	K1C26_MOUSE	Keratin, type I cytoskeletal 26 (Cytokeratin-26) (CK-26) (Keratin-26) (K26) (Type I inner root sheath-specific keratin-K25irs2)	Krt26	Mus musculus (Mouse)	462	Krt26	10090
Q3UV17	reviewed	K22O_MOUSE	Keratin, type II cytoskeletal 2 oral (Keratin-76) (K76) (Type-II keratin Kb9)	Krt76	Mus musculus (Mouse)	594	Krt76	10090
Q497I4	reviewed	KRT35_MOUSE	Keratin, type I cuticular Ha5 (Hair keratin, type I Ha5) (Keratin-35) (K35)	Krt35 Krt1-24	Mus musculus (Mouse)	455	Krt35	10090
Q4W7G7	reviewed	KR134_SAPAP	Keratin-associated protein 13-4	KRTAP13-4 KAP13.4	Sapajus apella (Brown-capped capuchin) (Cebus apella)	156	KRTAP13-4	9515
Q4W7G8	reviewed	KR134_MACFU	Keratin-associated protein 13-4	KRTAP13-4 KAP13.4	Macaca fuscata fuscata (Japanese macaque)	156	KRTAP13-4	9543
Q4W7G9	reviewed	KR134_MACFA	Keratin-associated protein 13-4	KRTAP13-4 KAP13.4	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	156	KRTAP13-4	9541
Q4W7H0	reviewed	KR134_HYLLA	Keratin-associated protein 13-4	KRTAP13-4 KAP13.4	Hylobates lar (Lar gibbon) (White-handed gibbon)	160	KRTAP13-4	9580
Q4W7H1	reviewed	KR134_HYLAG	Keratin-associated protein 13-4	KRTAP13-4 KAP13.4	Hylobates agilis (Agile gibbon)	160	KRTAP13-4	9579
Q5K2N3	reviewed	K2C8_PROAT	Keratin, type II cytoskeletal 8 (Cytokeratin-8) (CK-8) (Keratin-8) (K8)	KRT8	Protopterus aethiopicus (Marbled lungfish)	497	KRT8	7886
Q5K2N9	reviewed	K1C18_PROAT	Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Keratin-18) (K18)	krt18	Protopterus aethiopicus (Marbled lungfish)	438	krt18	7886
Q5K2P6	reviewed	K1C11_PROAT	Keratin, type 1 cytoskeletal 11 (Type I keratin 11)	krt11	Protopterus aethiopicus (Marbled lungfish)	467	krt11	7886
Q5R8S9	reviewed	K1C19_PONAB	Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (Keratin-19) (K19)	KRT19	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	400	KRT19	9601
Q5RE49	reviewed	TCHP_PONAB	Trichoplein keratin filament-binding protein (Protein TCHP) (Mitochondrial protein with oncostatic activity) (Mitostatin)	TCHP	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	498	TCHP	9601
Q5RL79	reviewed	KTAP2_MOUSE	Keratinocyte-associated protein 2 (KCP-2) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2) (Oligosaccharyl transferase subunit KCP2)	Krtcap2	Mus musculus (Mouse)	136	Krtcap2	10090
Q5ZIB2	reviewed	FBF1_CHICK	Fas-binding factor 1 homolog (FBF-1)	FBF1 RCJMB04_28i8	Gallus gallus (Chicken)	1132	FBF1	9031
Q61765	reviewed	K1H1_MOUSE	Keratin, type I cuticular Ha1 (HKA-1) (Hair keratin, type I Ha1) (Keratin-31) (K31)	Krt31 Hka1 Krt1-1 Krtha1	Mus musculus (Mouse)	416	Krt31	10090
Q61897	reviewed	KT33B_MOUSE	Keratin, type I cuticular Ha3-II (Hair keratin, type I Ha3) (Keratin, type I cuticular Ha3) (Keratin-33B) (K33B)	Krt33b Hka3 Krt1-3	Mus musculus (Mouse)	404	Krt33b	10090
Q62168	reviewed	K1H2_MOUSE	Keratin, type I cuticular Ha2 (Hair keratin, type I Ha2) (Keratin-32) (K32)	Krt32 Hka2 Krt1-2 Krtha2	Mus musculus (Mouse)	407	Krt32	10090
Q64507	reviewed	KRA51_MOUSE	Keratin-associated protein 5-1 (Ultra high sulfur serine protein 1) (UHS-Ser-1)	Krtap5-1	Mus musculus (Mouse)	230	Krtap5-1	10090
Q69F34	reviewed	SUB5_TRIRU	Subtilisin-like protease 5 (EC 3.4.21.-)	SUB5	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	396	SUB5	5551
Q69F35	reviewed	SUB4_TRIRU	Subtilisin-like protease 4 (EC 3.4.21.-)	SUB4	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	399	SUB4	5551
Q69F56	reviewed	SUB3_TRIRU	Subtilisin-like protease 3 (EC 3.4.21.-)	SUB3	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	397	SUB3	5551
Q69F58	reviewed	SUB1_TRIRU	Subtilisin-like protease 1 (EC 3.4.21.-)	SUB1	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	504	SUB1	5551
Q6IFU7	reviewed	K1C42_RAT	Keratin, type I cytoskeletal 42 (Cytokeratin-42) (CK-42) (Keratin-42) (K42) (Type I keratin Ka22)	Krt42 Ka22	Rattus norvegicus (Rat)	452	Krt42	10116
Q6IFW5	reviewed	K1C12_RAT	Keratin, type I cytoskeletal 12 (Cytokeratin-12) (CK-12) (Keratin-12) (K12) (Type I keratin Ka12)	Krt12 Ka12 Krt1-12	Rattus norvegicus (Rat)	456	Krt12	10116
Q6IFW8	reviewed	K1C27_RAT	Keratin, type I cytoskeletal 27 (Cytokeratin-27) (CK-27) (Keratin-27) (K27) (Type I inner root sheath-specific keratin-K25irs3) (Type I keratin KA40)	Krt27 Ka40	Rattus norvegicus (Rat)	449	Krt27	10116
Q6IFX2	reviewed	K1C42_MOUSE	Keratin, type I cytoskeletal 42 (Cytokeratin-42) (CK-42) (Keratin-17n) (Keratin-42) (K42) (Type I keratin Ka22)	Krt42 Ka22	Mus musculus (Mouse)	452	Krt42	10090
Q6IFZ9	reviewed	K2C74_MOUSE	Keratin, type II cytoskeletal 74 (Keratin-74) (K74) (Type-II keratin Kb37)	Krt74 Kb37	Mus musculus (Mouse)	495	Krt74	10090
Q6IMF0	reviewed	KRT87_MOUSE	Keratin, type II cuticular 87 (Keratin-87) (K87)	Krt87 Kb25 Krt2-25 Krt83	Mus musculus (Mouse)	495	Krt87	10090
Q6L8G5	reviewed	KR510_HUMAN	Keratin-associated protein 5-10 (Keratin-associated protein 5.10) (Ultrahigh sulfur keratin-associated protein 5.10)	KRTAP5-10 KAP5.10 KRTAP5.10	Homo sapiens (Human)	202	KRTAP5-10	9606
Q6P864	reviewed	K1C18_XENTR	Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Keratin-18) (K18)	krt18 TEgg011c19.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	429	krt18	8364
Q6PVZ1	reviewed	K1C14_CHICK	Keratin, type I cytoskeletal 14 (Cytokeratin-14) (CK-14) (Keratin-14) (K14)	KRT14	Gallus gallus (Chicken)	467	KRT14	9031
Q6R648	reviewed	KR111_CAPHI	Keratin-associated protein 11-1 (High sulfur keratin-associated protein 11.1)	KRTAP11-1	Capra hircus (Goat)	159	KRTAP11-1	9925
Q6R649	reviewed	K1C27_CAPHI	Keratin, type I cytoskeletal 27 (Cytokeratin-27) (CK-27) (Keratin-27) (K27) (Type I inner root sheath-specific keratin-K25irs3) (Type I keratin intermediate filament C29)	KRT27	Capra hircus (Goat)	460	KRT27	9925
Q6R650	reviewed	K1C25_CAPHI	Keratin, type I cytoskeletal 25 (Cytokeratin-25) (CK-25) (Keratin-25) (K25) (Type I inner root sheath-specific keratin-K25irs1) (Type I keratin intermediate filament IRSa1)	KRT25	Capra hircus (Goat)	450	KRT25	9925
Q6S343	reviewed	KRA32_SHEEP	Keratin-associated protein 3-2 (BIIIB2 high-sulfur keratin) (High sulfur keratin IF-associated protein 3.2)	KAP3.2 BIIIB2	Ovis aries (Sheep)	98	KAP3.2	9940
Q6WIH8	reviewed	MEP3_TRIRU	Extracellular metalloproteinase 3 (EC 3.4.24.-) (Fungalysin MEP3)	MEP3	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	633	MEP3	5551
Q7SY65	reviewed	K118B_XENLA	Keratin, type I cytoskeletal 18-B (Cytokeratin-18-B) (CK-18-B) (Keratin-18-B) (K18-B)	krt18-b	Xenopus laevis (African clawed frog)	432	krt18-b	8355
Q7SYF8	reviewed	K1C18_ACIBE	Keratin, type I cytoskeletal 18 (Cytokeratin-18) (CK-18) (Keratin type Is) (Keratin-18) (K18)	krt18	Acipenser baerii (Siberian sturgeon)	435	krt18	27689
Q8C1I6	reviewed	KR163_MOUSE	Keratin-associated protein 16-3 (Keratin-associated protein 16-10) (Keratin-associated protein 16.3)	Krtap16-3 Krtap16-10 Krtap16.3	Mus musculus (Mouse)	86	Krtap16-3	10090
Q8HZR5	reviewed	K2C7_POTTR	Keratin, type II cytoskeletal 7 (Cytokeratin-7) (CK-7) (Keratin-7) (K7) (Type-II keratin Kb7)	KRT7	Potorous tridactylus (Potoroo)	483	KRT7	9310
Q8JFQ6	reviewed	K1C13_ONCMY	Keratin, type I cytoskeletal 13 (Cytokeratin-13) (CK-13) (Keratin-13) (K13)	krt13	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	492	krt13	8022
Q8NIB6	reviewed	MEP1_TRIRU	Extracellular metalloproteinase 1 (EC 3.4.24.-) (Fungalysin MEP1)	MEP1	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	635	MEP1	5551
Q8NIE3	reviewed	MEP2_TRIRU	Extracellular metalloproteinase 2 (EC 3.4.24.-) (Fungalysin MEP2)	MEP2	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	632	MEP2	5551
Q8NIJ4	reviewed	MEP4_TRIRU	Extracellular metalloproteinase 4 (EC 3.4.24.-) (Fungalysin MEP4)	MEP4	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	643	MEP4	5551
Q90303	reviewed	K1C1_CARAU	Keratin, type I cytoskeletal 50 kDa (GK50)		Carassius auratus (Goldfish)	467		7957
Q90502	reviewed	TBFG_EPTST	Thread biopolymer filament subunit gamma		Eptatretus stoutii (Pacific hagfish)	603		7765
Q99M74	reviewed	KRT82_MOUSE	Keratin, type II cuticular Hb2 (Keratin-82) (K82) (Type II hair keratin Hb2) (Type-II keratin Kb22)	Krt82 Krt2-20 Krthb2	Mus musculus (Mouse)	516	Krt82	10090
Q99PS0	reviewed	K1C23_MOUSE	Keratin, type I cytoskeletal 23 (Cytokeratin-23) (CK-23) (Keratin-23) (K23)	Krt23 Haik1 Krt1-23	Mus musculus (Mouse)	422	Krt23	10090
Q9BGM5	reviewed	K1C25_SHEEP	Keratin, type I cytoskeletal 25 (Cytokeratin-25) (CK-25) (Keratin-25) (K25) (Type I inner root sheath-specific keratin-K25irs1) (Type I keratin intermediate filament IRSa1)	KRT25	Ovis aries (Sheep)	450	KRT25	9940
Q9BYT5	reviewed	KRA22_HUMAN	Keratin-associated protein 2-2 (High sulfur keratin-associated protein 2.2) (Keratin-associated protein 2.2)	KRTAP2-2 KAP2.2 KRTAP2.2	Homo sapiens (Human)	123	KRTAP2-2	9606
Q9BYU5	reviewed	KRA21_HUMAN	Keratin-associated protein 2-1 (High sulfur keratin-associated protein 2.1) (Keratin-associated protein 2.1)	KRTAP2-1 KAP2.1 KRTAP2.1A KRTAP2.1B	Homo sapiens (Human)	128	KRTAP2-1	9606
Q9D3I6	reviewed	KRA71_MOUSE	Keratin-associated protein 7-1 (High glycine-tyrosine keratin-associated protein 7.1)	Krtap7-1 Kap7.1 Krtap7.1	Mus musculus (Mouse)	87	Krtap7-1	10090
Q9D638	reviewed	KRA32_MOUSE	Keratin-associated protein 3-2 (Keratin-associated protein 3-3)	Krtap3-2 Krtap3-3	Mus musculus (Mouse)	99	Krtap3-2	10090
Q9D646	reviewed	KRT34_MOUSE	Keratin, type I cuticular Ha4 (Hair keratin, type I Ha4) (Keratin-34) (K34)	Krt34 Ha4 Krt1-4	Mus musculus (Mouse)	392	Krt34	10090
Q9ERE2	reviewed	KRT81_MOUSE	Keratin, type II cuticular Hb1 (Keratin-81) (K81) (Type II hair keratin Hb1)	Krt81 Krt2-19	Mus musculus (Mouse)	481	Krt81	10090
Q9UW98	reviewed	DPP5_TRIRU	Dipeptidyl-peptidase 5 (EC 3.4.14.-) (Dipeptidyl-peptidase V) (DPP V) (DppV) (allergen Tri r 4)	DPPV	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	726	DPPV	5551
Q9Z2T6	reviewed	KRT85_MOUSE	Keratin, type II cuticular Hb5 (Keratin-85) (K85) (Type II hair keratin Hb5) (Type-II keratin Kb25)	Krt85 Krt2-18 Krthb5	Mus musculus (Mouse)	507	Krt85	10090
A0A286YEV6	reviewed	SCGR4_HUMAN	Small cysteine and glycine repeat-containing protein 4 (Keratin-associated protein 28-4)	SCYGR4 KRTAP28-4	Homo sapiens (Human)	105	SCYGR4	9606
A0A286YEX9	reviewed	SCGRX_HUMAN	Small cysteine and glycine repeat-containing protein 10 (Keratin-associated protein 28 family pseudogene 2)	SCYGR10 KRTAP28p2	Homo sapiens (Human)	47	SCYGR10	9606
A0A286YEY9	reviewed	SCGR1_HUMAN	Small cysteine and glycine repeat-containing protein 1 (Keratin-associated protein 28-1)	SCYGR1 KRTAP28-1	Homo sapiens (Human)	88	SCYGR1	9606
A0A286YF01	reviewed	SCGR7_HUMAN	Small cysteine and glycine repeat-containing protein 7 (Keratin-associated protein 28-7)	SCYGR7 KRTAP28-7	Homo sapiens (Human)	96	SCYGR7	9606
A0A286YF46	reviewed	SCGR5_HUMAN	Small cysteine and glycine repeat-containing protein 5 (Keratin-associated protein 28-5)	SCYGR5 KRTAP28-5	Homo sapiens (Human)	85	SCYGR5	9606
A0A286YF60	reviewed	SCGR3_HUMAN	Small cysteine and glycine repeat-containing protein 3 (Keratin-associated protein 28-3)	SCYGR3 KRTAP28-3	Homo sapiens (Human)	100	SCYGR3	9606
A0A286YF77	reviewed	SCGR6_HUMAN	Small cysteine and glycine repeat-containing protein 6 (Keratin-associated protein 28-6)	SCYGR6 KRTAP28-6	Homo sapiens (Human)	105	SCYGR6	9606
A0A286YFB4	reviewed	SCGR2_HUMAN	Small cysteine and glycine repeat-containing protein 2 (Keratin-associated protein 28-2)	SCYGR2 KRTAP28-2	Homo sapiens (Human)	120	SCYGR2	9606
A0A286YFG1	reviewed	SCGR8_HUMAN	Small cysteine and glycine repeat-containing protein 8 (Keratin-associated protein 28-8)	SCYGR8 KRTAP28-8	Homo sapiens (Human)	108	SCYGR8	9606
A0AUT1	reviewed	TCHP_XENLA	Trichoplein keratin filament-binding protein (Protein TCHP)	tchp	Xenopus laevis (African clawed frog)	499	tchp	8355
A2A591	reviewed	KRA31_MOUSE	Keratin-associated protein 3-1 (High-sulfur keratin protein)	Krtap3-1	Mus musculus (Mouse)	98	Krtap3-1	10090
