Entry	Reviewed	Entry name	Protein names	Gene names	Organism	Length	Gene names (primary)
A6VHX2	reviewed	NOP10_METM7	Ribosome biogenesis protein Nop10	nop10 MmarC7_0981	Methanococcus maripaludis (strain C7 / ATCC BAA-1331)	51	nop10
A6VU30	reviewed	RBFA_MARMS	Ribosome-binding factor A	rbfA Mmwyl1_1028	Marinomonas sp. (strain MWYL1)	129	rbfA
A6WKR7	reviewed	RIMM_SHEB8	Ribosome maturation factor RimM	rimM Shew185_1255	Shewanella baltica (strain OS185)	176	rimM
A6WRG7	reviewed	RBFA_SHEB8	Ribosome-binding factor A	rbfA Shew185_3279	Shewanella baltica (strain OS185)	157	rbfA
A6WXG0	reviewed	RIMM_BRUA4	Ribosome maturation factor RimM	rimM Oant_0943	Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37) (Ochrobactrum anthropi)	189	rimM
A6ZV63	reviewed	SLX9_YEAS7	Ribosome biogenesis protein SLX9	SLX9 SCY_2296	Saccharomyces cerevisiae (strain YJM789) (Baker's yeast)	210	SLX9
A7FMS1	reviewed	RBFA_YERP3	Ribosome-binding factor A	rbfA YpsIP31758_3595	Yersinia pseudotuberculosis serotype O:1b (strain IP 31758)	136	rbfA
A7GRE7	reviewed	RIMP_BACCN	Ribosome maturation factor RimP	rimP Bcer98_2469	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	156	rimP
A7IC07	reviewed	RBFA_XANP2	Ribosome-binding factor A	rbfA Xaut_0292	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	151	rbfA
A7MQE0	reviewed	RBFA_CROS8	Ribosome-binding factor A	rbfA ESA_03560	Cronobacter sakazakii (strain ATCC BAA-894) (Enterobacter sakazakii)	133	rbfA
A7MUV0	reviewed	RIMP_VIBC1	Ribosome maturation factor RimP	rimP VIBHAR_03398	Vibrio campbellii (strain ATCC BAA-1116)	151	rimP
A7NEI7	reviewed	RBFA_FRATF	Ribosome-binding factor A	rbfA FTA_1915	Francisella tularensis subsp. holarctica (strain FTNF002-00 / FTA)	143	rbfA
A7TIZ1	reviewed	NSA2_VANPO	Ribosome biogenesis protein NSA2	NSA2 Kpol_541p45	Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus)	261	NSA2
A7TKU9	reviewed	SLX9_VANPO	Ribosome biogenesis protein SLX9	SLX9 Kpol_1025p24	Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus)	206	SLX9
A7ZC71	reviewed	RIMP_CAMC1	Ribosome maturation factor RimP	rimP Ccon26_04780 CCC13826_1497	Campylobacter concisus (strain 13826)	138	rimP
A8A3B5	reviewed	RIMM_ECOHS	Ribosome maturation factor RimM	rimM EcHS_A2767	Escherichia coli O9:H4 (strain HS)	182	rimM
A8EW70	reviewed	RIMM_ALIB4	Ribosome maturation factor RimM	rimM Abu_1971	Aliarcobacter butzleri (strain RM4018) (Arcobacter butzleri)	178	rimM
A8F701	reviewed	RBFA_PSELT	Ribosome-binding factor A	rbfA Tlet_1378	Pseudothermotoga lettingae (strain ATCC BAA-301 / DSM 14385 / NBRC 107922 / TMO) (Thermotoga lettingae)	119	rbfA
A8FD69	reviewed	RBGA_BACP2	Ribosome biogenesis GTPase A	rbgA ylqF BPUM_1503	Bacillus pumilus (strain SAFR-032)	282	rbgA
A8GNF9	reviewed	RBFA_RICAH	Ribosome-binding factor A	rbfA A1C_03240	Rickettsia akari (strain Hartford)	129	rbfA
A8GW29	reviewed	RIMP_RICB8	Ribosome maturation factor RimP	rimP A1I_03485	Rickettsia bellii (strain OSU 85-389)	168	rimP
A8H1E0	reviewed	RIMM_SHEPA	Ribosome maturation factor RimM	rimM Spea_1050	Shewanella pealeana (strain ATCC 700345 / ANG-SQ1)	176	rimM
A8LL25	reviewed	RBFA_DINSH	Ribosome-binding factor A	rbfA Dshi_3041	Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12)	135	rbfA
A8YVR1	reviewed	RIMP_LACH4	Ribosome maturation factor RimP	rimP lhv_1346	Lactobacillus helveticus (strain DPC 4571)	158	rimP
A8ZZ63	reviewed	RBFA_DESOH	Ribosome-binding factor A	rbfA Dole_3033	Desulfosudis oleivorans (strain DSM 6200 / JCM 39069 / Hxd3) (Desulfococcus oleovorans)	129	rbfA
A9BH33	reviewed	RIMP_PETMO	Ribosome maturation factor RimP	rimP Pmob_0529	Petrotoga mobilis (strain DSM 10674 / SJ95)	157	rimP
A9KBL9	reviewed	RIMP_COXBN	Ribosome maturation factor RimP	rimP CBUD_0561	Coxiella burnetii (strain Dugway 5J108-111)	153	rimP
A9KLM3	reviewed	RIMM_LACP7	Ribosome maturation factor RimM	rimM Cphy_2406	Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) (Clostridium phytofermentans)	169	rimM
A9KZX0	reviewed	RBFA_SHEB9	Ribosome-binding factor A	rbfA Sbal195_3416	Shewanella baltica (strain OS195)	157	rbfA
A9KZX3	reviewed	RIMP_SHEB9	Ribosome maturation factor RimP	rimP Sbal195_3419	Shewanella baltica (strain OS195)	151	rimP
A9M021	reviewed	RBFA_NEIM0	Ribosome-binding factor A	rbfA NMCC_1285	Neisseria meningitidis serogroup C (strain 053442)	123	rbfA
A9M1D3	reviewed	RIMP_NEIM0	Ribosome maturation factor RimP	rimP NMCC_1541	Neisseria meningitidis serogroup C (strain 053442)	143	rimP
A9M9Z1	reviewed	RIMP_BRUC2	Ribosome maturation factor RimP	rimP BCAN_A2204	Brucella canis (strain ATCC 23365 / NCTC 10854)	219	rimP
A9MP34	reviewed	RIMP_SALAR	Ribosome maturation factor RimP	rimP SARI_04336	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	152	rimP
A9MP37	reviewed	RBFA_SALAR	Ribosome-binding factor A	rbfA SARI_04339	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	133	rbfA
A9NBR0	reviewed	RIMM_COXBR	Ribosome maturation factor RimM	rimM COXBURSA331_A0551	Coxiella burnetii (strain RSA 331 / Henzerling II)	168	rimM
A9NHF8	reviewed	RIMM_ACHLI	Ribosome maturation factor RimM	rimM ACL_1189	Acholeplasma laidlawii (strain PG-8A)	159	rimM
A9W681	reviewed	RBFA_METEP	Ribosome-binding factor A	rbfA Mext_2696	Methylorubrum extorquens (strain PA1) (Methylobacterium extorquens)	145	rbfA
B0BNR6	reviewed	RBFA_ACTPJ	Ribosome-binding factor A	rbfA APJL_0631	Actinobacillus pleuropneumoniae serotype 3 (strain JL03)	127	rbfA
B0BY63	reviewed	RIMP_RICRO	Ribosome maturation factor RimP	rimP RrIowa_0969	Rickettsia rickettsii (strain Iowa)	161	rimP
B0JRP8	reviewed	RBFA_MICAN	Ribosome-binding factor A	rbfA MAE_09760	Microcystis aeruginosa (strain NIES-843 / IAM M-2473)	128	rbfA
B0K1E0	reviewed	RIMP_THEPX	Ribosome maturation factor RimP	rimP Teth514_1649	Thermoanaerobacter sp. (strain X514)	151	rimP
B0K1U8	reviewed	RIMM_THEPX	Ribosome maturation factor RimM	rimM Teth514_1710	Thermoanaerobacter sp. (strain X514)	167	rimM
B0KHX7	reviewed	RBFA_PSEPG	Ribosome-binding factor A	rbfA PputGB1_4711	Pseudomonas putida (strain GB-1)	132	rbfA
B0R3L9	reviewed	NOP10_HALS3	Ribosome biogenesis protein Nop10	nop10 OE_1817R	Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1)	60	nop10
B0RRB5	reviewed	RBFA_XANCB	Ribosome-binding factor A	rbfA xcc-b100_1650	Xanthomonas campestris pv. campestris (strain B100)	132	rbfA
B0RXD8	reviewed	RIMM_XANCB	Ribosome maturation factor RimM	rimM xcc-b100_3139	Xanthomonas campestris pv. campestris (strain B100)	170	rimM
B0S046	reviewed	RIMM_FINM2	Ribosome maturation factor RimM	rimM FMG_0528	Finegoldia magna (strain ATCC 29328 / DSM 20472 / WAL 2508) (Peptostreptococcus magnus)	162	rimM
B0T164	reviewed	RIMP_CAUSK	Ribosome maturation factor RimP	rimP Caul_0030	Caulobacter sp. (strain K31)	199	rimP
B0TJ76	reviewed	RIMM_SHEHH	Ribosome maturation factor RimM	rimM Shal_1098	Shewanella halifaxensis (strain HAW-EB4)	176	rimM
B0TWR4	reviewed	RBFA_FRAP2	Ribosome-binding factor A	rbfA Fphi_0949	Francisella philomiragia subsp. philomiragia (strain ATCC 25017 / FSC 153 / O#319-036)	143	rbfA
B0TX17	reviewed	RIMM_FRAP2	Ribosome maturation factor RimM	rimM Fphi_1053	Francisella philomiragia subsp. philomiragia (strain ATCC 25017 / FSC 153 / O#319-036)	169	rimM
B0U1Q9	reviewed	RBFA_XYLFM	Ribosome-binding factor A	rbfA Xfasm12_0204	Xylella fastidiosa (strain M12)	125	rbfA
B0U289	reviewed	RIMM_XYLFM	Ribosome maturation factor RimM	rimM Xfasm12_0088	Xylella fastidiosa (strain M12)	170	rimM
B0VE83	reviewed	RIMP_ACIBY	Ribosome maturation factor RimP	rimP ABAYE3440	Acinetobacter baumannii (strain AYE)	174	rimP
B1HR01	reviewed	RIMP_LYSSC	Ribosome maturation factor RimP	rimP Bsph_1594	Lysinibacillus sphaericus (strain C3-41)	156	rimP
B1IVM5	reviewed	RIMM_ECOLC	Ribosome maturation factor RimM	rimM EcolC_1075	Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks)	182	rimM
B1JLX9	reviewed	RBFA_YERPY	Ribosome-binding factor A	rbfA YPK_3729	Yersinia pseudotuberculosis serotype O:3 (strain YPIII)	136	rbfA
B1KWK6	reviewed	RBFA_CLOBM	Ribosome-binding factor A	rbfA CLK_1793	Clostridium botulinum (strain Loch Maree / Type A3)	120	rbfA
B1LFS2	reviewed	RIMP_ECOSM	Ribosome maturation factor RimP	rimP EcSMS35_3466	Escherichia coli (strain SMS-3-5 / SECEC)	152	rimP
B1MD92	reviewed	RIMP_MYCA9	Ribosome maturation factor RimP	rimP MAB_3136c	Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CCUG 20993 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543 / L948) (Mycobacterium abscessus)	189	rimP
B1MZH7	reviewed	RIMP_LEUCK	Ribosome maturation factor RimP	rimP LCK_01102	Leuconostoc citreum (strain KM20)	158	rimP
B1MZT5	reviewed	RIMM_LEUCK	Ribosome maturation factor RimM	rimM LCK_01210	Leuconostoc citreum (strain KM20)	172	rimM
B1VGB7	reviewed	RIMP_CORU7	Ribosome maturation factor RimP	rimP cu0847	Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109)	196	rimP
B1VGC3	reviewed	RBFA_CORU7	Ribosome-binding factor A	rbfA cu0852	Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109)	143	rbfA
B1XBT0	reviewed	RIMM_ECODH	Ribosome maturation factor RimM	rimM ECDH10B_2775	Escherichia coli (strain K12 / DH10B)	182	rimM
B1XKY8	reviewed	RIMM_SYNP2	Ribosome maturation factor RimM	rimM SYNPCC7002_A1245	Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum)	175	rimM
B1XV91	reviewed	RIMP_POLNS	Ribosome maturation factor RimP	rimP Pnec_1095	Polynucleobacter necessarius subsp. necessarius (strain STIR1)	163	rimP
B1Y0H6	reviewed	RIMM_LEPCP	Ribosome maturation factor RimM	rimM Lcho_0682	Leptothrix cholodnii (strain ATCC 51168 / LMG 8142 / SP-6) (Leptothrix discophora (strain SP-6))	194	rimM
B1YP37	reviewed	RBFA_BURA4	Ribosome-binding factor A	rbfA BamMC406_1423	Burkholderia ambifaria (strain MC40-6)	132	rbfA
B1YV58	reviewed	RIMM_BURA4	Ribosome maturation factor RimM	rimM BamMC406_0950	Burkholderia ambifaria (strain MC40-6)	225	rimM
B1ZDR1	reviewed	RIMP_METPB	Ribosome maturation factor RimP	rimP Mpop_2822	Methylorubrum populi (strain ATCC BAA-705 / NCIMB 13946 / BJ001) (Methylobacterium populi)	255	rimP
B1ZL68	reviewed	RIMM_METPB	Ribosome maturation factor RimM	rimM Mpop_0633	Methylorubrum populi (strain ATCC BAA-705 / NCIMB 13946 / BJ001) (Methylobacterium populi)	224	rimM
B2FUB4	reviewed	RIMM_STRMK	Ribosome maturation factor RimM	rimM Smlt1375	Stenotrophomonas maltophilia (strain K279a)	170	rimM
B2G6V7	reviewed	RBFA_LIMRJ	Ribosome-binding factor A	rbfA LAR_0673	Limosilactobacillus reuteri subsp. reuteri (strain JCM 1112) (Lactobacillus reuteri)	119	rbfA
B2K2Q6	reviewed	RBFA_YERPB	Ribosome-binding factor A	rbfA YPTS_0511	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	136	rbfA
B2USN6	reviewed	RIMP_HELPS	Ribosome maturation factor RimP	rimP HPSH_02090	Helicobacter pylori (strain Shi470)	146	rimP
B2V4E4	reviewed	RIMM_CLOBA	Ribosome maturation factor RimM	rimM CLH_1199	Clostridium botulinum (strain Alaska E43 / Type E3)	165	rimM
B2VGS4	reviewed	RIMP_ERWT9	Ribosome maturation factor RimP	rimP ETA_03450	Erwinia tasmaniensis (strain DSM 17950 / CFBP 7177 / CIP 109463 / NCPPB 4357 / Et1/99)	152	rimP
B3CR92	reviewed	RIMP_ORITI	Ribosome maturation factor RimP	rimP OTT_0617	Orientia tsutsugamushi (strain Ikeda) (Rickettsia tsutsugamushi)	160	rimP
B3PDH6	reviewed	RIMM_CELJU	Ribosome maturation factor RimM	rimM CJA_1434	Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa)	178	rimM
B3PR17	reviewed	RIMM_RHIE6	Ribosome maturation factor RimM	rimM RHECIAT_CH0004242	Rhizobium etli (strain CIAT 652)	193	rimM
B3QAB7	reviewed	RIMP_RHOPT	Ribosome maturation factor RimP	rimP Rpal_0443	Rhodopseudomonas palustris (strain TIE-1)	259	rimP
B3R397	reviewed	RIMM_CUPTR	Ribosome maturation factor RimM	rimM RALTA_A0806	Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CCUG 44338 / CIP 107171 / LMG 19424 / R1) (Ralstonia taiwanensis (strain LMG 19424))	207	rimM
B3WER9	reviewed	RIMP_LACCB	Ribosome maturation factor RimP	rimP LCABL_17900	Lacticaseibacillus casei (strain BL23) (Lactobacillus casei)	159	rimP
B4RC58	reviewed	RIMP_PHEZH	Ribosome maturation factor RimP	rimP PHZ_c3442	Phenylobacterium zucineum (strain HLK1)	187	rimP
B4SQS2	reviewed	RIMP_STRM5	Ribosome maturation factor RimP	rimP Smal_2817	Stenotrophomonas maltophilia (strain R551-3)	196	rimP
B5EI59	reviewed	RBFA_CITBB	Ribosome-binding factor A	rbfA Gbem_1304	Citrifermentans bemidjiense (strain ATCC BAA-1014 / DSM 16622 / JCM 12645 / Bem) (Geobacter bemidjiensis)	119	rbfA
B5EMC8	reviewed	RIMP_ACIF5	Ribosome maturation factor RimP	rimP Lferr_0553	Acidithiobacillus ferrooxidans (strain ATCC 53993 / BNL-5-31) (Leptospirillum ferrooxidans (ATCC 53993))	153	rimP
B5FI15	reviewed	RIMP_SALDC	Ribosome maturation factor RimP	rimP SeD_A3645	Salmonella dublin (strain CT_02021853)	150	rimP
B5RQD7	reviewed	RIMP_BORRA	Ribosome maturation factor RimP	rimP BRE_810	Borrelia recurrentis (strain A1)	143	rimP
B5XHV7	reviewed	RIMP_STRPZ	Ribosome maturation factor RimP	rimP Spy49_1341c	Streptococcus pyogenes serotype M49 (strain NZ131)	178	rimP
B5XVK4	reviewed	RIMM_KLEP3	Ribosome maturation factor RimM	rimM KPK_1189	Klebsiella pneumoniae (strain 342)	182	rimM
B5Y930	reviewed	RIMP_COPPD	Ribosome maturation factor RimP	rimP COPRO5265_0948	Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 / OCM 4 / BT)	169	rimP
B5Z227	reviewed	RIMM_ECO5E	Ribosome maturation factor RimM	rimM ECH74115_3847	Escherichia coli O157:H7 (strain EC4115 / EHEC)	183	rimM
B5ZW28	reviewed	RBFA_RHILW	Ribosome-binding factor A	rbfA Rleg2_4066	Rhizobium leguminosarum bv. trifolii (strain WSM2304)	134	rbfA
B5ZW32	reviewed	RIMP_RHILW	Ribosome maturation factor RimP	rimP Rleg2_4070	Rhizobium leguminosarum bv. trifolii (strain WSM2304)	201	rimP
B6I1P5	reviewed	RIMP_ECOSE	Ribosome maturation factor RimP	rimP ECSE_3456	Escherichia coli (strain SE11)	152	rimP
B6IZ59	reviewed	RIMP_COXB2	Ribosome maturation factor RimP	rimP CbuG_0575	Coxiella burnetii (strain CbuG_Q212) (Coxiella burnetii (strain Q212))	153	rimP
B6J1N3	reviewed	RIMM_COXB2	Ribosome maturation factor RimM	rimM CbuG_1567	Coxiella burnetii (strain CbuG_Q212) (Coxiella burnetii (strain Q212))	168	rimM
B6J6B2	reviewed	RBFA_COXB1	Ribosome-binding factor A	rbfA CbuK_0604	Coxiella burnetii (strain CbuK_Q154) (Coxiella burnetii (strain Q154))	119	rbfA
B7GG79	reviewed	RIMP_ANOFW	Ribosome maturation factor RimP	rimP Aflv_1699	Anoxybacillus flavithermus (strain DSM 21510 / WK1)	156	rimP
B7HDU0	reviewed	RIMP_BACC4	Ribosome maturation factor RimP	rimP BCB4264_A3915	Bacillus cereus (strain B4264)	156	rimP
B7HLH5	reviewed	RIMM_BACC7	Ribosome maturation factor RimM	rimM BCAH187_A3890	Bacillus cereus (strain AH187)	171	rimM
B7K2E7	reviewed	RBFA_RIPO1	Ribosome-binding factor A	rbfA PCC8801_1217	Rippkaea orientalis (strain PCC 8801 / RF-1) (Cyanothece sp. (strain PCC 8801))	128	rbfA
B7KIU5	reviewed	RIMP_GLOC7	Ribosome maturation factor RimP	rimP PCC7424_2360	Gloeothece citriformis (strain PCC 7424) (Cyanothece sp. (strain PCC 7424))	155	rimP
B7LHN5	reviewed	RIMP_ECO55	Ribosome maturation factor RimP	rimP EC55989_3590	Escherichia coli (strain 55989 / EAEC)	150	rimP
B7M075	reviewed	RBFA_ECO8A	Ribosome-binding factor A	rbfA ECIAI1_3317	Escherichia coli O8 (strain IAI1)	133	rbfA
B7NDF6	reviewed	RIMP_ECOLU	Ribosome maturation factor RimP	rimP ECUMN_3652	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	150	rimP
B8E6N0	reviewed	RIMP_SHEB2	Ribosome maturation factor RimP	rimP Sbal223_1126	Shewanella baltica (strain OS223)	151	rimP
B8EIB0	reviewed	RIMP_METSB	Ribosome maturation factor RimP	rimP Msil_2298	Methylocella silvestris (strain DSM 15510 / CIP 108128 / LMG 27833 / NCIMB 13906 / BL2)	279	rimP
B8F3J3	reviewed	RIMP_GLAP5	Ribosome maturation factor RimP	rimP HAPS_0200	Glaesserella parasuis serovar 5 (strain SH0165) (Haemophilus parasuis)	153	rimP
B8FCY3	reviewed	RIMP_DESAL	Ribosome maturation factor RimP	rimP Dalk_4736	Desulfatibacillum aliphaticivorans	152	rimP
B8GAE1	reviewed	RBFA_CHLAD	Ribosome-binding factor A	rbfA Cagg_3680	Chloroflexus aggregans (strain MD-66 / DSM 9485)	127	rbfA
B8GP03	reviewed	RBFA_THISH	Ribosome-binding factor A	rbfA Tgr7_1004	Thioalkalivibrio sulfidiphilus (strain HL-EbGR7)	129	rbfA
B8GX01	reviewed	RIMP_CAUVN	Ribosome maturation factor RimP	rimP CCNA_00044	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	191	rimP
B8HUA6	reviewed	RIMP_CYAP4	Ribosome maturation factor RimP	rimP Cyan7425_2088	Cyanothece sp. (strain PCC 7425 / ATCC 29141)	154	rimP
B8ZRT3	reviewed	RBFA_MYCLB	Ribosome-binding factor A	rbfA MLBr01555	Mycobacterium leprae (strain Br4923)	164	rbfA
B8ZRW7	reviewed	RIMM_MYCLB	Ribosome maturation factor RimM	rimM MLBr01616	Mycobacterium leprae (strain Br4923)	179	rimM
B9EBE6	reviewed	RIMP_MACCJ	Ribosome maturation factor RimP	rimP MCCL_0850	Macrococcus caseolyticus (strain JCSC5402)	155	rimP
B9JYK7	reviewed	RBFA_ALLAM	Ribosome-binding factor A	rbfA Avi_0170	Allorhizobium ampelinum (strain ATCC BAA-846 / DSM 112012 / S4) (Agrobacterium vitis (strain S4))	137	rbfA
B9KEV2	reviewed	RIMP_CAMLR	Ribosome maturation factor RimP	rimP Cla_0224	Campylobacter lari (strain RM2100 / D67 / ATCC BAA-1060)	140	rimP
B9LML7	reviewed	NOP10_HALLT	Ribosome biogenesis protein Nop10	nop10 Hlac_1008	Halorubrum lacusprofundi (strain ATCC 49239 / DSM 5036 / JCM 8891 / ACAM 34)	60	nop10
B9MQW9	reviewed	RIMM_CALBD	Ribosome maturation factor RimM	rimM Athe_0970	Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / KCTC 15123 / Z-1320) (Anaerocellum thermophilum)	169	rimM
C0PZ53	reviewed	RBFA_SALPC	Ribosome-binding factor A	rbfA SPC_3356	Salmonella paratyphi C (strain RKS4594)	133	rbfA
C0ZYA2	reviewed	RIMP_RHOE4	Ribosome maturation factor RimP	rimP RER_26290	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	206	rimP
C1B2R9	reviewed	RIMM_RHOOB	Ribosome maturation factor RimM	rimM ROP_65890	Rhodococcus opacus (strain B4)	183	rimM
C1C5S4	reviewed	RIMP_STRP7	Ribosome maturation factor RimP	rimP SP70585_0612	Streptococcus pneumoniae (strain 70585)	159	rimP
C1CDC6	reviewed	RIMM_STRZJ	Ribosome maturation factor RimM	rimM SPJ_0715	Streptococcus pneumoniae (strain JJA)	172	rimM
C1CQ44	reviewed	RIMP_STRZT	Ribosome maturation factor RimP	rimP SPT_0582	Streptococcus pneumoniae (strain Taiwan19F-14)	159	rimP
C1CUR2	reviewed	RIMP_DEIDV	Ribosome maturation factor RimP	rimP Deide_10390	Deinococcus deserti (strain DSM 17065 / CIP 109153 / LMG 22923 / VCD115)	154	rimP
C1DDY6	reviewed	RIMM_AZOVD	Ribosome maturation factor RimM	rimM Avin_39550	Azotobacter vinelandii (strain DJ / ATCC BAA-1303)	178	rimM
C3L7B0	reviewed	RIMP_BACAC	Ribosome maturation factor RimP	rimP BAMEG_0677	Bacillus anthracis (strain CDC 684 / NRRL 3495)	156	rimP
C3MPG2	reviewed	NOP10_SULIL	Ribosome biogenesis protein Nop10	nop10 LS215_1265	Sulfolobus islandicus (strain L.S.2.15 / Lassen #1)	56	nop10
C3MYF0	reviewed	NOP10_SULIM	Ribosome biogenesis protein Nop10	nop10 M1425_1168	Sulfolobus islandicus (strain M.14.25 / Kamchatka #1)	56	nop10
C4K0J6	reviewed	RBFA_RICPU	Ribosome-binding factor A	rbfA RPR_00615	Rickettsia peacockii (strain Rustic)	120	rbfA
C4Z5N8	reviewed	RBFA_LACE2	Ribosome-binding factor A	rbfA EUBELI_00895	Lachnospira eligens (strain ATCC 27750 / DSM 3376 / VPI C15-48 / C15-B4) (Eubacterium eligens)	130	rbfA
C4ZBF3	reviewed	RBFA_AGARV	Ribosome-binding factor A	rbfA EUBREC_1942	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	121	rbfA
C4ZSQ8	reviewed	RBFA_ECOBW	Ribosome-binding factor A	rbfA BWG_2871	Escherichia coli (strain K12 / MC4100 / BW2952)	133	rbfA
C5BPV8	reviewed	RBFA_TERTT	Ribosome-binding factor A	rbfA TERTU_3216	Teredinibacter turnerae (strain ATCC 39867 / T7901)	132	rbfA
C5CLW1	reviewed	RIMP_VARPS	Ribosome maturation factor RimP	rimP Vapar_2746	Variovorax paradoxus (strain S110)	212	rimP
C5D9C5	reviewed	RIMP_GEOSW	Ribosome maturation factor RimP	rimP GWCH70_1151	Geobacillus sp. (strain WCH70)	157	rimP
D3VC10	reviewed	RMF_XENNA	Ribosome modulation factor (RMF)	rmf XNC1_1600	Xenorhabdus nematophila (strain ATCC 19061 / DSM 3370 / CCUG 14189 / LMG 1036 / NCIMB 9965 / AN6)	52	rmf
G2TRL3	reviewed	RSA3_SCHPO	Ribosome assembly protein 3	rsa3 new7 SPAC6B12.19	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	80	rsa3
O34272	reviewed	RBFA_YEREN	Ribosome-binding factor A	rbfA	Yersinia enterocolitica	133	rbfA
O83877	reviewed	RIMM_TREPA	Ribosome maturation factor RimM	rimM TP_0907	Treponema pallidum (strain Nichols)	174	rimM
P0A4D3	reviewed	RIMM_STRCO	Ribosome maturation factor RimM	rimM SCO5593 SC2E1.10	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	188	rimM
P0A7G3	reviewed	RBFA_ECOL6	Ribosome-binding factor A	rbfA c3923	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	133	rbfA
P0A7G4	reviewed	RBFA_ECO57	Ribosome-binding factor A	rbfA Z4528 ECs4048	Escherichia coli O157:H7	133	rbfA
P0A7G5	reviewed	RBFA_SHIFL	Ribosome-binding factor A	rbfA SF3208 S3425	Shigella flexneri	133	rbfA
P0A8B0	reviewed	RIMP_ECO57	Ribosome maturation factor RimP	rimP Z4531 ECs4051	Escherichia coli O157:H7	152	rimP
P0ABU3	reviewed	YCHF_ECO57	Ribosome-binding ATPase YchF	ychF engD Z1974 ECs1708	Escherichia coli O157:H7	363	ychF
P0DF04	reviewed	RIMM_STRP3	Ribosome maturation factor RimM	rimM SpyM3_0573	Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)	172	rimM
P0DF05	reviewed	RIMM_STRPQ	Ribosome maturation factor RimM	rimM SPs1281	Streptococcus pyogenes serotype M3 (strain SSI-1)	172	rimM
P0DF06	reviewed	RIMP_STRP3	Ribosome maturation factor RimP	rimP SpyM3_1499	Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315)	178	rimP
P44568	reviewed	RIMM_HAEIN	Ribosome maturation factor RimM	rimM HI_0203	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	178	rimM
P47389	reviewed	RBFA_MYCGE	Ribosome-binding factor A	rbfA MG143	Mycoplasma genitalium (strain ATCC 33530 / DSM 19775 / NCTC 10195 / G37) (Mycoplasmoides genitalium)	112	rbfA
P57457	reviewed	RBFA_BUCAI	Ribosome-binding factor A	rbfA BU376	Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) (Acyrthosiphon pisum symbiotic bacterium)	120	rbfA
P57872	reviewed	RBFA_PASMU	Ribosome-binding factor A	rbfA PM0757	Pasteurella multocida (strain Pm70)	132	rbfA
P59820	reviewed	RIMP_STRP8	Ribosome maturation factor RimP	rimP spyM18_1733	Streptococcus pyogenes serotype M18 (strain MGAS8232)	178	rimP
P62600	reviewed	RIMP_STRA3	Ribosome maturation factor RimP	rimP gbs0413	Streptococcus agalactiae serotype III (strain NEM316)	159	rimP
P65971	reviewed	RBFA_STRP1	Ribosome-binding factor A	rbfA SPy_1719 M5005_Spy1408	Streptococcus pyogenes serotype M1	118	rbfA
P67212	reviewed	RIMP_BRUME	Ribosome maturation factor RimP	rimP BMEI1968	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	219	rimP
